age,gender,socioeconomic_status,region,high_school_score,GPA,credits_completed,failures,attendance_rate,assignment_submission_rate,commute_time_minutes,peer_interaction_score,program_duration_months,dropout_score,dropout_flag
29,Female,2,3,61,3.022059112,55,1,100,61.53199616,27.09988945,60.16416501,24,5.770200577,0
25,Male,2,3,83,2.745170268,50,1,64.21520934,74.26825687,2.674360886,85.13062228,24,14.0167196,0
17,Female,2,3,65,2.962219237,5,0,71.00140725,96.08159607,6.183243449,64.27022299,12,14.38747914,0
27,Male,2,3,59,3.472152584,9,1,68.10535081,69.49445464,38.33005709,37.72866275,12,15.95476164,1
18,Male,1,2,69,2.024863059,36,1,54.72714046,92.97969404,12.12153038,54.40215604,12,15.1076178,1
29,Female,1,2,77,3.124140319,14,0,89.28942535,64.72365304,38.13586117,62.79892677,24,10.43356697,0
17,Female,1,1,63,3.044795522,85,2,70.5016102,79.31719916,23.99857312,34.5346583,24,14.00209809,0
28,Female,2,3,74,4,29,0,74.53943356,78.84178051,4.640647234,33.8373286,48,16.26584621,1
20,Male,2,1,78,3.480600586,113,0,75.83473356,57.52976141,35.29118486,50.09559456,48,11.20358908,0
20,Other,1,3,81,2.25779071,58,2,100,39.67269031,64.92889197,55.55849526,12,14.04909645,0
21,Male,1,1,73,2.812900843,21,0,91.46337488,100,17.61971886,58.99531065,6,1.707325024,0
21,Other,2,3,52,2.712863665,26,0,98.71440007,77.35449613,48.98848312,73.24949574,12,3.653945568,0
24,Female,1,2,67,4,98,0,73.61093043,77.66755877,24.83380718,16.41065073,24,13.6276801,0
27,Female,3,3,67,3.147913718,32,1,65.36459367,100,40.70225092,49.05099516,48,6.927081267,0
27,Female,3,2,70,2.358496907,90,1,100,61.339728,51.77972086,50.98687396,12,5.799040799,0
19,Female,2,2,44,2.405992844,30,2,69.74103646,83.61047683,18.64224503,50.41308868,24,11.51022118,0
22,Male,1,2,62,2.201513031,113,2,81.78084262,91.25521971,17.89640948,50.23161415,24,4.95554852,0
28,Female,2,3,68,2.251858535,18,1,80.04818317,99.30817771,24.6118476,75.13767379,36,7.094136708,0
29,Female,1,1,74,3.696722562,94,1,100,89.07430795,53.79112332,82.29930418,12,1.638853807,0
28,Male,1,1,92,2.476198614,111,0,70.80056559,84.75430676,18.79427289,99.41808802,48,8.126740868,0
19,Female,2,2,76,3.536803206,48,1,95.11579837,78.26468595,60.95033656,55.43091762,24,9.237137434,0
29,Female,2,1,60,2.770622314,83,1,55.52333406,80.40867542,51.34116924,54.08499028,24,11.83403187,0
18,Female,2,3,61,1.807215857,89,1,89.15042222,75.25146929,40.81954923,59.12089028,6,7.81003659,0
24,Male,1,1,63,1.833338858,35,1,67.81537875,72.63499585,40.12500867,47.31231675,24,12.20828629,0
17,Male,2,2,66,2.176557352,73,0,100,100,26.86103275,70.33816315,24,3,0
25,Female,1,3,72,3.250189842,59,1,88.69458194,46.21189854,15.97659087,33.58847112,48,15.32929883,1
27,Male,2,1,60,2.746935443,66,0,87.76099732,91.5751448,48.67319645,58.40371247,12,3.711528817,0
23,Female,2,1,67,1.257296708,24,1,89.33761594,66.99171322,44.87600879,100,24,14.51075275,0
28,Female,3,3,68,2.091986969,81,1,96.30511762,66.04474628,15.01393836,49.94407318,24,5.832264535,0
26,Male,2,1,73,2.556120276,119,1,100,84.52512982,39.01332162,57.95099238,6,2.321230527,0
29,Female,3,3,65,2.634458195,85,2,77.18463455,60.23169909,50.50518344,68.89571463,24,10.52831823,0
28,Male,2,2,62,1.447949402,38,0,59.78038372,100,6.729897827,47.85808113,24,16.56442924,1
27,Female,2,3,62,1.876585955,43,3,51.09050245,92.14198629,59.78115606,69.09583626,36,17.19474202,1
20,Male,2,1,73,2.420408701,86,1,90.36935998,72.20922498,21.07873239,31.11461664,24,11.09474426,0
19,Female,2,1,62,1.704947653,37,1,64.64271875,64.7121148,7.773743783,52.12305789,36,18.3151625,1
22,Female,2,2,76,1.66385599,107,0,100,62.36873799,38.96352105,65.59032075,24,9.006129401,0
25,Male,3,1,73,2.288713327,98,2,71.29968264,70.76798234,14.98717873,44.275587,24,10.12486612,0
25,Male,2,1,59,3.171377834,71,2,69.1015189,80.42930815,35.03248296,27.24404553,36,14.1153,0
20,Male,1,1,82,2.602123252,79,0,80.61235432,95.13351845,20.46655899,20.25580278,24,9.607501369,0
26,Male,1,1,70,1.951477383,24,0,84.28126721,93.43292192,51.09321912,43.70910309,48,7.614034437,0
21,Female,1,1,63,2.621949551,81,1,100,64.60148549,34.56280154,72.7892872,48,5.309777177,0
27,Female,2,3,88,2.081892906,25,3,79.33906548,51.90435011,32.3026683,47.8202284,36,11.34653439,0
29,Other,3,2,69,2.848162338,29,2,62.23685662,78.9221254,36.95423949,50.90648814,12,13.71430986,0
25,Male,2,1,73,1.899159113,51,0,86.48587521,54.26743627,27.64033166,70.02685595,48,13.57111839,0
18,Female,1,1,70,2.043709657,71,1,75.8025362,88.79140425,25.61666873,76.99930369,24,9.520782122,0
18,Female,2,3,84,2.503595379,118,1,89.04410633,51.18044201,24.43936031,79.07497722,36,9.514112432,0
21,Other,3,3,87,2.97765026,54,1,83.23369401,66.01678144,7.768735982,55.1611559,36,11.45074398,0
17,Male,1,1,72,3.070579603,69,3,74.08447759,70.58661626,41.35951939,30.9555392,24,14.59511204,0
21,Female,2,3,79,3.964519056,70,1,66.54278721,80.34762668,52.62578257,69.4844787,48,9.639298557,0
28,Female,2,2,65,2.725710123,114,1,97.66334198,46.24009527,45.41335092,69.83290694,48,8.531317314,0
26,Female,2,1,72,2.75158694,80,0,95.48159566,95.80883676,50.82095956,71.90566566,36,1.532355354,0
18,Male,2,1,63,2.411372136,102,1,78.99765024,100,7.685556445,65.92846224,12,9.200469952,0
28,Female,2,1,88,1.959218628,58,1,99.87766224,87.6947298,47.92620876,47.36096519,12,5.278071806,0
25,Male,2,1,80,2.47476666,92,0,98.14054934,96.05538917,31.36912805,50.77171551,48,0.963581756,0
18,Male,3,3,87,2.493757662,71,0,66.6784382,87.45505773,25.20438302,71.95098753,12,8.5460537,0
23,Male,2,1,65,2.368888668,86,0,85.2030995,87.60459467,24.21791021,50.51550075,48,4.8186909,0
24,Male,2,1,79,2.334096457,33,1,60.54067624,100,61.07760489,17.61916113,12,17.89186475,1
22,Male,2,1,74,3.490332984,100,0,85.09690927,80.2694219,2,52.41544045,12,13.94020486,0
27,Male,2,3,73,1.719465577,65,0,57.31830758,100,69.21860964,29.69768125,12,21.34168271,1
23,Male,2,1,86,2.078589517,55,0,85.49543821,58.81721917,38.11374625,56.86597548,48,9.078329483,0
17,Male,1,2,63,3.238977854,100,1,64.06225895,68.06330951,12.50158421,54.79756602,36,14.97805178,0
20,Female,1,3,64,3.330668622,14,1,100,51.88683265,40.40633173,31.60996597,48,12.2169751,0
29,Female,3,2,55,2.391895517,32,1,65.13884392,100,6.876964792,70.90831068,36,6.972231216,0
23,Female,1,2,50,2.003471393,35,2,94.45382462,95.59808153,34.86453832,51.06750748,48,4.769522846,0
17,Male,2,2,68,2.380799048,46,1,88.38814906,100,25.25232705,65.07139147,24,2.322370188,0
29,Female,2,1,77,3.639963398,40,2,100,58.42613346,65.1229057,93.76928498,12,16.23607998,1
17,Female,1,2,67,1.202847723,41,3,96.97745374,61.71317916,6.003043572,58.78202954,12,14.31905515,0
27,Male,2,3,61,2.529338155,51,2,63.03076338,67.18477117,29.84237907,38.02260695,36,17.31613165,1
22,Male,1,3,82,2.324629577,103,0,89.32350167,64.37531441,19.9269967,54.75497914,36,7.479002503,0
20,Female,1,2,58,1.962086023,29,2,96.88469606,61.54381448,33.63547708,31.80278787,12,11.77062838,0
19,Female,3,1,51,2.818326815,114,0,80.3044353,55.17721863,30.69978696,55.88009544,24,18.66253014,1
28,Male,1,3,54,2.423654485,52,0,66.29529466,97.23840573,22.29944843,85.52103635,36,7.155180208,0
21,Female,1,1,85,1.853673617,116,0,77.78561709,55.40907711,24.56320845,52.73531428,24,12.59477885,0
25,Male,2,3,67,3.721203866,57,0,95.93091741,85.4841112,38.78768047,65.43453177,6,2.991199838,0
26,Female,1,2,82,1.77295878,7,0,67.40218515,63.98262935,47.13300356,73.59472364,36,14.19258076,0
26,Male,2,3,82,2.530669402,31,0,80.95568908,58.76708595,35.04894684,52.13041923,48,12.99379929,0
28,Male,1,2,50,2.556331022,64,2,80.16936441,78.44560619,21.08790319,70.47753257,12,7.199286189,0
28,Male,1,2,70,2.878817848,30,0,89.2074711,94.72831516,22.83298527,41.21835207,12,5.949258505,0
27,Male,2,1,77,2.283502632,0,1,67.93927512,81.58409344,26.59092409,68.9991665,6,9.174530959,0
26,Other,1,3,59,2.020253904,52,0,75.38038058,69.25630434,23.70041755,88.42548006,12,9.535478233,0
19,Female,1,2,57,3.281597329,103,2,77.63476255,75.35071028,16.67251267,70.70713461,12,8.170440948,0
21,Female,2,2,75,1.990422977,6,1,93.96246244,81.3538562,2,51.27283287,12,7.100199316,0
21,Male,2,1,72,2.376212502,51,2,81.72515958,56.97091513,39.51669074,41.95805283,12,15.10933082,1
25,Male,1,1,77,3.337281049,110,0,58.24709581,78.73881239,50.002761,100,48,11.53975898,0
27,Female,3,1,78,2.734661943,44,1,81.15732604,95.17568028,47.38397095,62.59071691,36,7.492182749,0
28,Female,2,1,78,1.909595932,18,1,94.76214545,65.78895823,27.55405243,58.21235184,12,7.083267855,0
26,Female,3,2,82,2.837929868,2,1,70.9280489,100,24.1762957,75.20791656,36,5.81439022,0
27,Male,2,2,59,2.383010544,46,5,93.81636361,100,2,36.97166102,12,19.23672728,1
20,Female,1,2,86,2.487860229,58,2,59.71021985,79.18621707,25.29836759,49.01046137,24,11.18002347,0
17,Female,1,1,64,1.814179866,70,2,69.3258097,62.79486975,48.96950051,34.20802784,24,23.57380894,1
26,Female,3,1,59,2.831967725,77,0,91.55855529,57.57601503,42.21921342,39.46720015,24,13.05188669,0
21,Other,2,2,80,2.701216696,43,1,71.96238447,58.66634834,33.12877998,55.83482897,24,16.80757085,1
17,Female,1,2,76,1.911819711,97,0,61.85898114,90.48062216,10.15336766,69.10810325,24,9.937913341,0
22,Female,2,2,52,3.235820987,86,2,100,86.81558455,27.25704101,91.77651994,12,1.977662318,0
28,Male,1,3,78,2.603201633,53,0,100,82.27577292,11.70340494,48.61124832,48,2.658634062,0
26,Male,2,2,72,3.360512387,97,1,82.56767793,96.72994243,31.42989416,60.08103413,48,6.97697305,0
26,Female,2,3,70,1.781016384,53,2,97.05508449,100,36.2477577,93.16129449,36,2.778819258,0
23,Male,1,1,65,3.230194516,9,1,96.62359566,61.47073326,17.51095329,69.91488119,12,6.454670878,0
17,Female,1,1,83,2.532092817,23,3,79.64622047,87.729007,39.09186101,54.84133793,12,5.911404855,0
26,Female,2,1,85,2.635578495,16,1,100,60.18941774,17.86237657,42.15894395,12,5.971587339,0
20,Female,2,3,76,3.621071196,49,1,100,57.26409441,32.0777503,79.27365573,48,11.41038584,0
25,Male,1,1,57,2.627644356,113,1,71.94806702,75.36765679,57.99204492,45.85341452,24,9.305238079,0
29,Female,1,3,57,2.420149092,36,1,78.14981359,57.61857977,22.00671706,77.88980741,36,15.72725032,1
17,Female,1,2,61,2.640789697,81,0,96.21041434,80.94458649,24.73709544,46.56228857,36,3.616229158,0
25,Female,2,3,79,3.065177263,15,0,96.11085079,98.62036588,6.392559093,60.15021515,24,0.98477496,0
24,Male,1,1,66,2.194316009,48,2,92.40298216,87.34043311,40.31172055,92.70121746,6,3.418338602,0
21,Female,3,1,76,1.720088402,30,0,100,91.0502914,24.726396,23.94155978,24,14.14157227,0
22,Female,1,1,64,1.978733608,27,2,88.63124854,97.24384257,52.24733961,70.90281194,36,7.89983783,0
23,Male,1,3,84,2.406594764,86,3,57.33530988,100,27.52331016,32.71755889,48,13.53293802,0
20,Male,2,1,58,2.115845398,23,2,87.34325599,98.3169546,28.9151268,76.49785657,12,2.783805611,0
22,Female,2,2,67,2.245218798,6,2,100,86.08752145,35.16731274,89.83865295,12,2.086871783,0
23,Male,2,1,67,2.912505257,60,2,59.44116976,56.86329418,39.65475481,33.18662796,36,19.58227192,1
27,Male,2,1,76,2.794512037,51,1,70.29914431,52.31667735,13.73019364,53.78524176,12,18.09266953,1
22,Male,2,3,73,1.461844162,56,3,80.28865303,89.49239248,46.50581647,54.59062672,6,13.89996891,0
27,Female,2,1,84,2.635258167,72,1,100,96.26747749,2,70.98955,24,0.559878376,0
29,Female,1,3,82,3.496188005,116,1,87.3053064,78.81073797,43.35888654,58.21026845,24,5.717328024,0
28,Male,2,2,63,2.400038074,83,2,81.32252259,87.71485502,44.61123997,69.24177717,6,5.578267228,0
22,Male,2,1,70,2.063234703,66,2,63.12944575,63.36926651,45.02005437,43.70490115,12,17.86872087,1
18,Female,3,2,69,4,6,0,87.55943395,65.37795913,27.37649973,51.82119406,24,7.68141934,0
21,Male,2,3,64,2.660579056,62,0,68.02961042,71.85821244,19.52060371,47.58797648,24,10.61534605,0
19,Male,1,2,54,2.457241402,114,2,74.17108003,100,16.28541433,100,48,5.165783994,0
23,Male,2,3,69,2.973344327,57,2,100,92.86128884,23.23657911,49.83473319,36,6.070806674,0
20,Male,1,2,78,2.150176424,49,2,79.17621355,80.4687826,26.73341585,74.09812747,6,7.094439899,0
17,Female,1,1,71,2.195141032,8,0,97.16307457,87.83824203,28.65417223,22.27697198,24,7.391648781,0
28,Female,1,1,73,2.45738118,29,2,84.77698277,100,22.40538335,39.79739794,24,8.044603446,0
28,Female,2,1,84,3.301877566,26,0,87.0873951,51.20357408,34.02592955,35.92156152,48,19.90198487,1
22,Male,1,3,61,3.46380922,63,2,86.57608435,67.86918527,56.64783784,21.5213265,12,12.50440534,0
22,Male,2,2,62,2.341031334,102,2,88.11407158,27.35916543,24.17512199,98.13990585,12,13.27331087,0
23,Male,2,3,65,1.759133416,48,0,76.05110151,58.26186191,16.90549392,90.36723083,36,13.45916626,0
24,Male,2,2,78,2.291699378,100,1,100,95.62324007,39.98141553,84.51813375,24,0.656513989,0
19,Female,2,3,72,2.004063723,48,2,83.67491554,53.79777827,22.87501775,72.0684409,48,10.19535015,0
22,Male,2,2,84,2.954028407,40,1,86.66848062,60.37968396,44.34768795,86.02383596,12,8.609351282,0
26,Female,2,1,60,3.548446977,54,1,82.25079114,74.50644275,31.24284016,73.55630727,12,7.37387536,0
18,Female,2,2,65,3.397044446,16,1,71.4918042,100,44.90889381,41.37728873,12,5.701639159,0
29,Male,2,1,73,2.443156788,32,1,68.79621944,48.04278021,4.970906654,69.63335086,12,14.03433908,0
25,Male,3,1,67,1.835667984,40,1,69.08989166,100,25.7326366,37.12331623,36,15.82534182,1
18,Female,2,2,78,3.200432046,77,0,100,75.62655542,23.42038198,41.99229945,24,6.656016687,0
19,Female,1,3,87,2.062647357,69,2,100,83.43453655,39.15468643,84.53700306,36,10.48481952,0
28,Female,2,2,69,1.396817576,73,2,92.25476354,71.32588532,64.86470041,73.88756454,24,21.88198873,1
29,Male,3,2,74,3.460384933,31,0,78.9740769,88.08392205,33.84005603,24.43675094,36,10.99259631,0
26,Female,1,3,79,1.92611822,59,0,60.8959017,60.07297788,25.54211698,72.82895337,12,14.54869077,0
28,Male,2,1,77,3.14083674,25,1,95.17686958,97.34777401,38.60290107,86.47612872,24,4.362459983,0
28,Female,1,3,87,2.217359378,103,0,100,61.89236568,30.95712289,67.44078266,12,5.716145148,0
25,Female,2,1,70,1.956137842,83,1,66.05383393,82.58420457,19.03848882,100,24,12.84022411,0
21,Female,1,2,73,1.614812312,76,1,80.88066083,100,29.23228449,55.20773935,24,7.675744715,0
17,Female,2,3,60,2.980729778,92,0,98.85936456,91.35996174,43.05658366,61.87813981,48,1.524132828,0
21,Male,2,2,60,2.267186234,33,0,96.47909415,73.88675336,38.56519615,61.79677168,48,7.621168166,0
24,Female,2,2,74,2.545599005,35,2,60.8417022,90.79047351,21.32674085,58.94623019,6,9.213088532,0
24,Male,2,1,66,3.041531666,2,2,82.57994597,77.64352234,19.55253448,40.82478865,6,6.837482455,0
27,Male,2,2,45,3.424396981,39,0,69.27522613,90.50383052,22.0657132,59.05650996,36,10.5693802,0
24,Male,2,1,93,3.273584312,99,1,78.03831748,97.15421368,49.4426013,49.55351625,48,4.819204451,0
18,Male,1,2,55,3.210736963,53,2,76.98845979,50.54691206,45.5522978,49.3733512,12,12.02027123,0
24,Male,2,1,67,1.665763831,90,1,95.18676132,85.90928577,18.56460381,27.34958021,48,14.41861656,0
28,Male,1,2,58,1.45489837,103,0,80.55167822,80.40044894,32.75282022,47.95682197,48,15.28061331,1
21,Female,1,1,67,1.224148053,58,2,78.23793474,50.40165378,13.68361909,56.16129372,24,19.55068445,1
17,Male,3,3,65,2.610577541,60,2,73.83403682,77.34492493,14.37898487,60.97464055,48,8.631453896,0
23,Other,2,3,63,3.222758238,98,0,100,91.28572732,22.56575869,81.80927159,24,4.307140902,0
29,Male,3,2,69,2.585809281,32,2,86.65525155,90.06747834,52.62875805,81.21867225,12,4.15882794,0
22,Female,2,3,59,2.66181869,85,0,96.00529345,92.60836393,64.99183485,83.59789185,36,6.90768672,0
21,Male,1,3,75,3.754561746,70,1,97.63616369,69.40591506,37.14593394,70.56856538,12,10.06188,0
17,Male,1,2,74,2.821931391,44,1,99.69913637,98.05971515,40.6884881,53.99679679,48,5.351215453,0
17,Female,3,3,70,2.188296337,78,2,88.3288026,79.49198616,27.15730259,63.75547979,24,5.410441555,0
26,Female,2,2,80,3.386121536,9,0,72.23535561,69.20425076,6.914284064,34.36424141,12,15.17229126,1
28,Female,2,2,55,2.359327174,16,0,100,67.98149502,52.12141257,84.29713759,24,7.802775748,0
23,Female,2,1,86,2.889906049,89,0,97.8157503,78.97110801,7.358046719,54.16806224,48,3.591183739,0
26,Female,1,3,78,2.956416493,107,1,50.69609117,100,64.64281216,96.61929849,24,14.86078177,0
17,Male,3,2,66,2.426401594,83,2,88.84951698,78.99100361,51.80610751,65.96793139,48,5.381446063,0
25,Male,2,3,91,1.06516637,32,1,81.80252762,100,6.780880768,93.4233357,48,17.98783077,1
20,Male,2,2,81,1.640863242,118,2,100,100,44.43209272,65.24865485,48,3.591367577,0
21,Male,2,2,55,1.859364313,43,1,87.8242877,100,39.42749624,72.00031005,6,3.841499327,0
18,Male,3,2,66,1.944703308,95,1,95.41573645,62.15851144,61.06180078,68.5449744,36,12.14604291,0
28,Female,1,3,76,1.637418372,40,0,82.27346555,93.36826693,29.21479284,84.93895538,36,8.165883127,0
26,Female,1,2,57,2.353269095,35,1,89.40621798,72.14511475,30.35362349,54.45917094,12,6.296989191,0
29,Male,2,3,81,2.97317197,104,0,97.04677879,93.83467771,7.287784619,68.88947883,24,1.515442584,0
24,Female,3,2,68,2.856446215,48,0,78.0320052,61.0767588,24.14959983,78.3572807,12,15.23208514,1
18,Male,2,1,60,2.237781075,106,1,74.9648962,83.15865813,21.14077182,96.41518331,12,12.53322204,0
19,Male,1,3,68,2.971564223,68,0,76.02786929,52.03778776,27.34529413,34.83960553,24,16.98875798,1
28,Female,2,2,64,4,96,2,92.37957196,76.82995397,52.6744396,37.9353798,6,12.99959251,0
25,Female,2,1,52,2.615120131,114,1,100,76.50186289,59.48381369,72.76118066,24,3.524720567,0
18,Female,2,3,69,1.629069552,61,1,78.1955614,95.06627584,35.82060891,65.78447028,6,8.810250826,0
22,Female,1,1,65,2.529706769,115,0,74.42640069,100,20.69270245,42.45714841,36,13.11471986,0
28,Female,1,2,71,2.589656614,108,0,100,47.7926979,41.76812218,35.30363049,36,12.83109532,0
23,Female,2,3,71,2.906263882,114,0,85.49663538,100,35.52334315,41.64421757,36,10.90067292,0
22,Female,2,1,94,2.153750478,50,1,78.21920755,98.77876121,32.28300807,65.31766707,36,4.539344307,0
26,Male,1,1,57,3.195449784,60,1,100,95.93884686,58.15464547,69.42169827,48,0.609172971,0
25,Female,1,2,70,2.457591788,26,0,94.91753353,90.38787406,44.8228455,50.47212975,6,2.458312186,0
25,Male,1,1,73,2.448081694,12,1,73.50590078,100,23.6931653,61.72248827,12,5.298819845,0
20,Male,2,3,69,2.088805162,24,0,88.20167627,93.2670406,40.05955209,39.79659545,12,11.36960866,0
17,Male,2,1,70,1.63741952,54,1,95.98441589,58.30234647,31.83318925,83.43440675,12,10.68356965,0
18,Female,1,2,65,2.469171362,70,0,89.09933007,70.06970492,66.69132908,48.36703988,12,11.66967825,0
24,Male,2,2,86,1.371746252,62,1,89.48675583,87.54394418,54.86131579,68.73162622,24,10.25359469,0
26,Female,1,1,74,1.873177595,118,0,89.20888153,64.11450486,25.07725983,74.55806616,6,13.80927201,0
24,Male,1,2,63,3.266163247,36,1,100,73.08669458,36.16834999,100,12,4.036995813,0
18,Male,1,1,82,2.102275039,9,0,100,69.70473996,26.07467455,28.06163062,24,12.54428901,0
20,Female,2,1,62,2.699709416,8,1,81.50254636,82.27875349,26.45195109,89.44626338,24,6.357677704,0
17,Male,2,3,58,0.840994153,62,3,91.77585661,65.91352191,25.22554353,75.37452396,36,21.34785886,1
23,Female,1,3,65,2.983883115,20,2,82.92823757,78.89477185,9.760744971,64.69505289,12,6.58013671,0
20,Male,2,1,84,1.888172062,37,0,87.91492793,70.68994527,35.2633623,38.51075691,24,12.93180201,0
27,Female,2,3,58,2.074731217,56,2,100,42.16992114,17.5955682,61.932728,36,8.674511828,0
24,Female,1,2,67,3.164255712,37,1,82.25211375,60.71124289,44.07629981,7.287528529,36,17.44289082,1
25,Female,2,1,64,2.630977486,114,0,78.73600969,91.51076055,12.59452609,30.09838626,48,10.52618398,0
28,Female,1,3,78,2.403417457,107,1,97.83019858,96.64754087,2.663364326,66.69498094,36,0.936829154,0
25,Male,2,3,59,2.584249196,13,2,59.82530605,79.71810106,29.29057992,28.84249288,12,21.07722363,1
19,Female,2,3,76,2.908067257,46,1,82.73469501,80.94303233,4.32666886,70.84284187,24,11.31160615,0
21,Female,2,3,56,2.422401311,33,1,70.24355828,73.64639317,42.37633514,80.90782211,12,9.904329369,0
22,Male,2,1,80,2.618484252,80,0,100,92.93070533,27.20308943,78.60715535,24,4.060394201,0
22,Female,2,2,75,1.566700889,86,1,88.14889698,42.13728403,9.043841812,77.52511213,12,15.38261912,1
26,Female,1,1,77,1.870227342,61,1,70.63132272,82.13109424,14.73905628,72.13813766,12,12.8517979,0
24,Female,3,1,71,1.93759933,81,0,89.7248172,86.56263391,23.23891642,62.492674,6,4.694648169,0
22,Male,1,2,59,1.539704718,67,0,75.59056751,90.45044749,31.90661509,28.21176723,24,15.91727219,1
22,Male,2,2,77,2.687756692,98,1,90.8102456,62.26016617,16.58521568,52.9630806,36,12.49892595,0
20,Male,2,1,75,3.147024333,91,0,85.24196379,84.94012169,4.673282185,78.47860808,36,5.210588988,0
23,Male,2,3,62,2.710444246,60,2,99.62803658,100,28.14984814,70.21804161,48,3.074392684,0
24,Male,2,1,57,2.909615635,47,2,63.70681672,69.42064053,23.33364656,66.39968943,12,11.84554058,0
19,Female,3,1,70,3.078757944,40,1,79.56232493,86.36661916,28.28801119,51.79837036,24,6.132542142,0
23,Male,1,1,71,2.302091454,4,1,96.19807843,94.88104594,15.08942666,67.97064844,24,1.528227423,0
19,Female,2,3,77,2.202480962,116,3,96.26543169,77.16647213,37.33036528,61.07491581,24,9.171942843,0
24,Female,3,2,63,3.348711778,8,2,74.98003509,92.10876207,29.01187541,74.389532,24,6.187678671,0
17,Male,1,3,73,1.613585516,60,0,83.80086601,68.94866495,32.16451,24.99722386,24,19.76167189,1
17,Male,2,3,79,2.722197734,81,0,82.75777261,100,31.27155697,54.13514559,6,6.448445477,0
22,Female,3,1,49,2.653648834,38,0,58.03581101,88.25116811,34.58582247,30.45699964,6,15.15516258,1
26,Female,1,3,46,1.759871938,92,2,93.73504186,81.17037831,3.349404018,56.15186729,48,11.4787155,0
25,Female,1,3,71,3.372389658,108,0,100,88.65256464,42.97540359,83.88633847,24,1.702115305,0
28,Female,1,2,72,3.434450371,74,1,87.22449233,70.44096796,27.95399198,50.59762947,48,6.988956339,0
20,Male,3,3,63,3.12756894,108,2,76.19702979,48.74524816,40.82901455,70.43415707,12,12.44880682,0
22,Female,1,3,55,2.691365376,49,0,100,82.07650339,34.91663316,33.77859339,36,12.68852449,0
28,Female,1,1,88,2.308617625,11,0,78.50191114,100,36.6773296,52.72362514,24,9.299617772,0
21,Male,2,1,70,2.607718107,61,0,80.67731082,60.54922916,2,65.53555939,12,12.78215346,0
28,Male,1,3,71,3.688738066,94,3,66.9929039,100,11.64634151,100,12,6.601419219,0
17,Male,3,2,65,2.622794296,111,1,99.23968353,100,54.06380209,71.86869622,24,0.152063294,0
22,Female,2,1,68,2.360277473,90,0,74.57297467,57.78610981,22.25147417,75.650119,24,14.4174886,0
25,Female,3,1,67,1.749334049,94,0,84.42440089,70.17039933,17.92128688,72.26069651,36,10.09621943,0
28,Female,1,1,83,2.151610242,13,1,79.34012707,72.03992269,34.17580717,64.59672082,12,8.325986182,0
19,Male,1,3,94,2.213700692,68,0,85.6883758,80.20305949,3.456408955,100,36,5.831865916,0
27,Female,1,3,62,2.730650314,41,1,99.08333449,84.83172811,13.30760579,62.03661105,36,2.458573884,0
19,Other,1,1,80,3.503342478,46,1,56.78739084,77.76194783,38.80452111,72.8602045,48,11.97822966,0
18,Female,1,2,86,3.007587096,62,0,91.12551063,76.57682455,41.31856423,51.50049588,24,5.288374191,0
29,Female,3,1,61,1.993609112,14,1,95.29750301,78.6265727,52.41790881,37.20067703,24,9.210422372,0
20,Male,1,3,64,2.176212752,41,1,100,63.26020942,29.0032358,76.72319438,24,5.510968587,0
19,Male,2,1,64,3.139224563,106,0,100,68.23392844,31.76149145,50.84271659,12,4.764910734,0
28,Male,1,1,61,3.474845673,36,3,79.86922518,100,5.721616437,46.59797739,12,7.026154964,0
18,Male,1,2,67,2.811543535,24,2,73.58990822,84.8674591,31.41003444,69.21875636,36,7.551899491,0
17,Male,2,3,57,2.557590066,94,2,96.13942198,69.97029028,43.88535099,96.22201165,6,5.276572063,0
19,Female,2,1,76,1.770846948,85,2,86.48619742,78.26573145,16.87051464,45.93219293,24,11.25443132,0
26,Female,3,1,78,2.1009871,116,1,93.18202082,72.17531319,42.12524686,54.63641016,24,5.537298857,0
22,Female,2,3,65,2.799998097,60,0,67.68326087,78.58226837,5.26603209,68.7732945,48,9.67600757,0
25,Male,3,2,59,2.377964541,17,1,47.36354019,82.70151908,43.67278386,64.06950724,24,13.1220641,0
27,Female,1,2,72,2.17321917,75,2,83.12236626,84.15616723,31.4896261,54.45361357,36,13.75210166,0
21,Female,2,2,72,2.158085733,36,1,100,90.51618035,42.01961441,79.09626798,12,1.422572948,0
19,Female,2,2,62,2.910336577,13,0,94.73982823,77.04785524,30.1473177,75.43328506,36,7.494856068,0
21,Male,1,1,65,2.692581244,49,1,98.41406127,83.97740788,39.31600576,97.19141523,12,2.720576564,0
21,Male,2,2,65,1.335835072,92,1,84.09489868,74.90173513,27.89903979,100,36,13.58740927,0
21,Female,2,3,77,2.166306339,67,2,79.71260099,66.90388877,34.69519942,52.26226282,24,9.021896487,0
28,Female,3,1,71,2.825717232,81,1,79.44341311,100,46.64213095,56.4366237,12,4.111317379,0
28,Female,1,2,51,1.794460166,57,1,100,51.06355811,24.0945024,51.40682997,12,9.395864624,0
23,Male,2,2,93,1.829757865,91,1,87.65366705,68.47134907,21.11771216,59.46624797,24,8.900985583,0
21,Female,2,2,65,3.455527962,22,2,93.59668274,67.64546177,35.16903767,65.00228487,24,14.13384419,0
23,Male,2,3,77,4,41,0,78.47720912,57.01741134,34.79976067,65.81783391,48,15.75194648,1
25,Male,2,3,70,3.086653386,23,0,77.23936427,93.1086664,43.73187058,43.49330262,12,5.585827185,0
